product_title,product_price,product_rate,product_info,product_description,product_review
"<span class=""a-size-large product-title-word-break"" id=""productTitle"">        Apple AirPods Max Wireless Over-Ear Headphones, Pro-Level Active Noise Cancellation, Transparency Mode, Personalised Spatial Audio, USB-C Charging, Bluetooth Headphones for iPhone - Starlight       </span>","<span class=""a-price-whole"">59,900<span class=""a-price-decimal"">.</span></span>","<span class=""reviewCountTextLinkedHistogram noUnderline"" id=""acrPopover"" title=""4.0 out of 5 stars"">
<span class=""a-declarative"" data-a-popover='{""position"":""triggerBottom"",""popoverLabel"":""Customer Reviews Ratings Summary"",""max-width"":""700"",""closeButton"":""true"",""closeButtonLabel"":""Close"",""url"":""/gp/customer-reviews/widgets/average-customer-review/popover/ref=dpx_acr_pop_?contextId=dpx&amp;asin=B0DGJ7S59D""}' data-action=""a-popover""> <a class=""a-popover-trigger a-declarative"" href=""javascript:void(0)"" role=""button""> <span aria-hidden=""true"" class=""a-size-base a-color-base""> 4.0 </span> <i class=""a-icon a-icon-star a-star-4 cm-cr-review-stars-spacing-big""><span class=""a-icon-alt"">4.0 out of 5 stars</span></i> <i class=""a-icon a-icon-popover""></i></a> </span> <span class=""a-letter-space""></span> </span>","<ul class=""a-unordered-list a-vertical a-spacing-mini""> <li class=""a-spacing-mini""><span class=""a-list-item""> ULTIMATE OVER-EAR LISTENING EXPERIENCE — Apple-designed dynamic driver provides high-fidelity audio. Computational audio combines custom acoustic design with the Apple H1 chip and software for breakthrough listening experiences.  </span></li> <li class=""a-spacing-mini""><span class=""a-list-item""> FIVE FRESH COLOURS — AirPods Max come in five fresh colours: Midnight, Starlight, Blue, Purple and Orange. A colour-matched Smart Case is also included.  </span></li> <li class=""a-spacing-mini""><span class=""a-list-item""> FOCUS ON WHAT’S PLAYING — Pro-level Active Noise Cancellation removes up to 2x more background noise, so you can immerse yourself in music.  </span></li> <li class=""a-spacing-mini""><span class=""a-list-item""> HEAR THE WORLD AROUND YOU — Transparency mode lets you comfortably hear and interact with the world around you.  </span></li> <li class=""a-spacing-mini""><span class=""a-list-item""> PERSONALISED SPATIAL AUDIO — With sound that suits your unique ear shape along with dynamic head tracking, AirPods Max deliver an immersive listening experience that places sound all around you. You can also listen to selected songs, shows and movies in Dolby Atmos.  </span></li> <li class=""a-spacing-mini""><span class=""a-list-item""> ACOUSTIC-FIRST DESIGN — Designed with a knit-mesh canopy and memory foam ear cushions for an exceptional over-ear fit that perfectly seals in sound.  </span></li> <li class=""a-spacing-mini""><span class=""a-list-item""> MAGICAL EXPERIENCE — Pair AirPods Max by simply placing them near your device and tapping Connect on your screen.* AirPods Max pause audio when you take them off. And Automatic Switching makes listening between your iPhone, iPad and Mac completely effortless.*  </span></li> </ul>","<div class=""a-section a-spacing-small"" id=""productDescription""> <!-- show up to 2 reviews by default -->
<p> <span>AirPods Max, the ultimate listening experience. Now in five new colours. An Apple-designed driver provides high-fidelity audio. Every detail, from canopy to cushions, has been designed for an exceptional fit. Pro-level Active Noise Cancellation blocks outside noise, while Transparency mode keeps you connected to your environment. Updated with a USB-C connector for even more convenient charging.</span> </p> </div>",
